Trap,Latitude,Longitude,Date,Species,WnvPresent,NumMosquitos,Tmax,Tmin,rain,Tmax_3,Tmax_20,Dew,Tmin_3,Tmin_20
T083,41.754292,-87.590773,2007-08-01,CULEX PIPIENS/RESTUANS,0,18,85.5625,67.4375,1.295,88.5,82.5238095238,60.0454545455,66.5,64.380952381
T083,41.754292,-87.590773,2007-08-01,CULEX RESTUANS,0,6,85.5625,67.4375,1.295,88.5,82.5238095238,60.0454545455,66.5,64.380952381
T083,41.754292,-87.590773,2007-08-02,CULEX PIPIENS,0,1,86.4375,67.5625,1.29,90.0,83.0476190476,61.0909090909,68.125,64.9047619048
T083,41.754292,-87.590773,2007-08-02,CULEX PIPIENS/RESTUANS,0,4,86.4375,67.5625,1.29,90.0,83.0476190476,61.0909090909,68.125,64.9047619048
T083,41.754292,-87.590773,2007-08-07,CULEX PIPIENS,0,9,88.5625,70.0625,4.13,86.75,84.4523809524,63.4090909091,70.125,66.5952380952
T083,41.754292,-87.590773,2007-08-07,CULEX PIPIENS/RESTUANS,0,5,88.5625,70.0625,4.13,86.75,84.4523809524,63.4090909091,70.125,66.5952380952
T083,41.754292,-87.590773,2007-08-15,CULEX PIPIENS,0,5,84.8125,69.5,3.1,83.125,86.0,68.0909090909,67.75,68.9523809524
T083,41.754292,-87.590773,2007-08-21,CULEX PIPIENS,0,4,77.625,65.4375,6.495,75.0,83.5,63.2272727273,64.625,68.3333333333
T083,41.754292,-87.590773,2007-08-21,CULEX PIPIENS/RESTUANS,0,1,77.625,65.4375,6.495,75.0,83.5,63.2272727273,64.625,68.3333333333
T083,41.754292,-87.590773,2007-08-24,CULEX PIPIENS,1,14,79.75,66.125,10.575,86.125,82.880952381,64.9545454545,69.25,68.1666666667
T083,41.754292,-87.590773,2007-08-24,CULEX PIPIENS/RESTUANS,0,6,79.75,66.125,10.575,86.125,82.880952381,64.9545454545,69.25,68.1666666667
T083,41.754292,-87.590773,2007-09-05,CULEX PIPIENS,0,1,83.6875,62.875,0.015,88.125,81.4285714286,58.7727272727,65.125,64.4047619048
T083,41.754292,-87.590773,2007-09-19,CULEX TERRITANS,0,1,74.625,51.875,0.0,81.0,78.5714285714,47.7727272727,57.75,58.4523809524
T083,41.754292,-87.590773,2007-09-24,CULEX PIPIENS,0,1,83.1875,61.0625,0.0,84.0,79.0,50.1818181818,60.625,58.619047619
T083,41.754292,-87.590773,2007-09-24,CULEX PIPIENS/RESTUANS,0,1,83.1875,61.0625,0.0,84.0,79.0,50.1818181818,60.625,58.619047619
T083,41.754292,-87.590773,2009-05-28,CULEX PIPIENS/RESTUANS,0,3,72.6875,55.375,3.26,69.375,70.2380952381,47.0454545455,55.125,50.9285714286
T083,41.754292,-87.590773,2009-06-02,CULEX RESTUANS,0,1,72.3125,52.125,4.6,72.75,71.5714285714,49.1818181818,49.75,52.2857142857
T083,41.754292,-87.590773,2009-06-12,CULEX RESTUANS,0,2,70.9375,52.3125,2.04,67.25,70.9761904762,48.2727272727,53.125,51.8095238095
T083,41.754292,-87.590773,2009-06-26,CULEX PIPIENS,0,1,89.3125,70.8125,5.83,91.5,78.5952380952,64.3181818182,73.25,61.3095238095
T083,41.754292,-87.590773,2009-06-26,CULEX PIPIENS/RESTUANS,0,4,89.3125,70.8125,5.83,91.5,78.5952380952,64.3181818182,73.25,61.3095238095
T083,41.754292,-87.590773,2009-07-06,CULEX PIPIENS/RESTUANS,0,6,74.6875,60.5625,0.425,78.75,81.3333333333,55.9090909091,61.0,65.1428571429
T083,41.754292,-87.590773,2009-07-17,CULEX PIPIENS/RESTUANS,0,2,80.6875,62.3125,2.75,79.25,78.0,55.3636363636,61.375,61.8571428571
T083,41.754292,-87.590773,2009-07-24,CULEX PIPIENS/RESTUANS,0,1,76.6875,60.0,0.48,80.75,78.4523809524,55.9090909091,62.375,61.2857142857
T083,41.754292,-87.590773,2009-07-31,CULEX PIPIENS/RESTUANS,0,1,82.0,63.625,0.42,81.5,79.9523809524,57.9090909091,63.25,62.0714285714
T083,41.754292,-87.590773,2009-08-13,CULEX PIPIENS/RESTUANS,0,2,83.9375,66.125,0.86,83.875,82.4047619048,60.5909090909,64.25,64.5952380952
T083,41.754292,-87.590773,2009-08-27,CULEX PIPIENS/RESTUANS,0,1,74.375,59.6875,4.01,75.25,80.9285714286,59.5454545455,60.0,64.1428571429
T083,41.754292,-87.590773,2009-09-17,CULEX PIPIENS,0,1,78.375,59.8125,0.01,77.375,75.2619047619,58.0454545455,58.625,57.8571428571
T083,41.754292,-87.590773,2011-06-30,CULEX RESTUANS,0,1,78.625,62.0625,0.27,82.625,77.0238095238,59.4545454545,63.5,60.3333333333
T083,41.754292,-87.590773,2011-07-11,CULEX RESTUANS,0,1,88.0625,67.625,0.61,89.125,84.0,60.6363636364,68.0,65.8333333333
T083,41.754292,-87.590773,2011-07-15,CULEX PIPIENS/RESTUANS,0,6,85.8125,67.4375,0.555,82.5,85.3095238095,59.9090909091,66.875,66.4285714286
T083,41.754292,-87.590773,2011-07-25,CULEX PIPIENS/RESTUANS,0,2,92.6875,74.75,8.855,89.25,89.1428571429,68.7727272727,71.375,70.6666666667
T083,41.754292,-87.590773,2011-07-25,CULEX RESTUANS,0,2,92.6875,74.75,8.855,89.25,89.1428571429,68.7727272727,71.375,70.6666666667
T083,41.754292,-87.590773,2011-08-12,CULEX PIPIENS/RESTUANS,0,1,82.0,65.875,3.05,80.25,85.8333333333,64.2727272727,61.875,69.4285714286
T083,41.754292,-87.590773,2011-08-19,CULEX PIPIENS,0,1,82.375,63.3125,1.695,84.5,84.2142857143,58.9090909091,65.0,66.6428571429
T083,41.754292,-87.590773,2011-08-26,CULEX PIPIENS/RESTUANS,0,1,82.25,64.4375,2.565,82.375,81.9761904762,61.0,64.5,64.3571428571
T083,41.754292,-87.590773,2011-08-26,CULEX TERRITANS,0,1,82.25,64.4375,2.565,82.375,81.9761904762,61.0,64.5,64.3571428571
T083,41.754292,-87.590773,2011-09-01,CULEX PIPIENS/RESTUANS,0,1,82.5625,63.875,0.115,84.25,82.2142857143,60.6363636364,65.0,63.9523809524
T083,41.754292,-87.590773,2011-09-01,CULEX RESTUANS,0,2,82.5625,63.875,0.115,84.25,82.2142857143,60.6363636364,65.0,63.9523809524
T083,41.754292,-87.590773,2011-09-12,CULEX PIPIENS/RESTUANS,0,1,74.3125,57.8125,0.21,79.5,79.7380952381,56.5,60.375,62.5476190476
T083,41.754292,-87.590773,2011-09-12,CULEX RESTUANS,0,2,74.3125,57.8125,0.21,79.5,79.7380952381,56.5,60.375,62.5476190476
T083,41.754292,-87.590773,2011-09-16,CULEX PIPIENS/RESTUANS,1,9,71.1875,54.5,0.225,62.875,76.0238095238,50.7272727273,48.625,59.5238095238
T083,41.754292,-87.590773,2011-09-23,CULEX RESTUANS,0,1,66.5625,52.0,1.46,67.875,70.5476190476,47.7272727273,51.875,55.0
T083,41.754292,-87.590773,2011-09-30,CULEX RESTUANS,0,1,62.5625,50.875,4.54,62.5,67.1428571429,49.6363636364,50.75,52.4761904762
T083,41.754292,-87.590773,2013-06-07,CULEX PIPIENS/RESTUANS,0,1,70.4375,53.3125,1.78,69.75,72.3095238095,53.9545454545,52.75,54.4047619048
T083,41.754292,-87.590773,2013-06-07,CULEX RESTUANS,0,1,70.4375,53.3125,1.78,69.75,72.3095238095,53.9545454545,52.75,54.4047619048
T083,41.754292,-87.590773,2013-06-14,CULEX RESTUANS,0,6,77.3125,57.25,2.38,79.875,73.619047619,52.1363636364,59.625,55.3571428571
T083,41.754292,-87.590773,2013-06-28,CULEX PIPIENS/RESTUANS,0,7,85.0625,67.5625,5.485,85.0,81.6904761905,61.7272727273,67.0,62.1428571429
T083,41.754292,-87.590773,2013-06-28,CULEX RESTUANS,0,1,85.0625,67.5625,5.485,85.0,81.6904761905,61.7272727273,67.0,62.1428571429
T083,41.754292,-87.590773,2013-07-12,CULEX PIPIENS/RESTUANS,0,5,84.75,66.5625,1.355,83.5,82.0238095238,61.6818181818,65.625,65.2857142857
T083,41.754292,-87.590773,2013-07-12,CULEX RESTUANS,0,9,84.75,66.5625,1.355,83.5,82.0238095238,61.6818181818,65.625,65.2857142857
T083,41.754292,-87.590773,2013-07-19,CULEX PIPIENS/RESTUANS,0,52,90.375,71.4375,0.71,94.75,84.0952380952,65.7272727273,75.625,67.2380952381
T083,41.754292,-87.590773,2013-07-19,CULEX RESTUANS,0,10,90.375,71.4375,0.71,94.75,84.0952380952,65.7272727273,75.625,67.2380952381
T083,41.754292,-87.590773,2013-07-25,CULEX PIPIENS/RESTUANS,0,9,86.25,68.3125,0.71,80.25,86.5,64.3636363636,63.5,68.5952380952
T083,41.754292,-87.590773,2013-07-25,CULEX RESTUANS,0,6,86.25,68.3125,0.71,80.25,86.5,64.3636363636,63.5,68.5952380952
T083,41.754292,-87.590773,2013-08-01,CULEX PIPIENS,0,1,74.5,59.0,1.135,76.625,82.6666666667,55.9090909091,60.125,65.7857142857
T083,41.754292,-87.590773,2013-08-01,CULEX PIPIENS/RESTUANS,0,6,74.5,59.0,1.135,76.625,82.6666666667,55.9090909091,60.125,65.7857142857
T083,41.754292,-87.590773,2013-08-08,CULEX PIPIENS/RESTUANS,0,45,81.125,64.125,1.195,82.0,79.8571428571,59.0909090909,65.875,63.5714285714
T083,41.754292,-87.590773,2013-08-08,CULEX RESTUANS,0,4,81.125,64.125,1.195,82.0,79.8571428571,59.0909090909,65.875,63.5714285714
T083,41.754292,-87.590773,2013-08-15,CULEX PIPIENS/RESTUANS,0,3,78.125,62.0,0.95,75.0,77.5714285714,57.9090909091,60.25,61.6904761905
T083,41.754292,-87.590773,2013-08-22,CULEX PIPIENS/RESTUANS,0,9,82.4375,61.875,0.65,85.5,80.9047619048,57.4090909091,65.875,62.8571428571
T083,41.754292,-87.590773,2013-08-29,CULEX PIPIENS/RESTUANS,0,5,86.6875,68.0625,0.59,89.75,83.1904761905,63.0454545455,71.375,64.0476190476
T083,41.754292,-87.590773,2013-09-06,CULEX PIPIENS/RESTUANS,0,1,82.0,63.0,2.025,80.0,84.5,62.0454545455,59.5,64.9285714286
T083,41.754292,-87.590773,2013-09-12,CULEX PIPIENS/RESTUANS,0,1,86.0,67.8125,0.09,90.875,85.7142857143,60.4090909091,70.875,66.7619047619
T083,41.754292,-87.590773,2013-09-19,CULEX PIPIENS/RESTUANS,0,2,72.9375,57.0,2.875,75.0,80.2619047619,56.2272727273,58.625,62.7857142857
T083,41.754292,-87.590773,2013-09-26,CULEX PIPIENS/RESTUANS,0,2,73.4375,54.125,0.87,73.25,77.0714285714,52.1818181818,51.125,58.9285714286
T084,41.692555,-87.598865,2007-06-29,CULEX PIPIENS/RESTUANS,0,1,79.0,63.875,1.065,81.375,82.9285714286,58.5,64.5,63.9285714286
T084,41.692555,-87.598865,2007-06-29,CULEX RESTUANS,0,1,79.0,63.875,1.065,81.375,82.9285714286,58.5,64.5,63.9285714286
T084,41.692555,-87.598865,2007-07-11,CULEX PIPIENS,0,1,87.5625,68.5625,1.87,88.25,82.1666666667,59.4545454545,69.5,64.4523809524
T084,41.692555,-87.598865,2007-07-11,CULEX PIPIENS/RESTUANS,0,4,87.5625,68.5625,1.87,88.25,82.1666666667,59.4545454545,69.5,64.4523809524
T084,41.692555,-87.598865,2007-07-11,CULEX RESTUANS,0,1,87.5625,68.5625,1.87,88.25,82.1666666667,59.4545454545,69.5,64.4523809524
T084,41.692555,-87.598865,2007-07-18,CULEX PIPIENS/RESTUANS,0,1,81.0625,63.5,3.15,82.75,82.4047619048,59.6818181818,66.25,63.8095238095
T084,41.692555,-87.598865,2007-08-01,CULEX PIPIENS,0,2,85.5625,67.4375,1.295,88.5,82.5238095238,60.0454545455,66.5,64.380952381
T084,41.692555,-87.598865,2007-08-01,CULEX PIPIENS/RESTUANS,0,2,85.5625,67.4375,1.295,88.5,82.5238095238,60.0454545455,66.5,64.380952381
T084,41.692555,-87.598865,2007-08-02,CULEX PIPIENS/RESTUANS,0,3,86.4375,67.5625,1.29,90.0,83.0476190476,61.0909090909,68.125,64.9047619048
T084,41.692555,-87.598865,2007-08-07,CULEX PIPIENS,0,5,88.5625,70.0625,4.13,86.75,84.4523809524,63.4090909091,70.125,66.5952380952
T084,41.692555,-87.598865,2007-08-07,CULEX PIPIENS/RESTUANS,0,6,88.5625,70.0625,4.13,86.75,84.4523809524,63.4090909091,70.125,66.5952380952
T084,41.692555,-87.598865,2007-08-15,CULEX PIPIENS,0,9,84.8125,69.5,3.1,83.125,86.0,68.0909090909,67.75,68.9523809524
T084,41.692555,-87.598865,2007-08-15,CULEX PIPIENS/RESTUANS,0,6,84.8125,69.5,3.1,83.125,86.0,68.0909090909,67.75,68.9523809524
T084,41.692555,-87.598865,2007-08-21,CULEX PIPIENS,1,7,77.625,65.4375,6.495,75.0,83.5,63.2272727273,64.625,68.3333333333
T084,41.692555,-87.598865,2007-08-21,CULEX PIPIENS/RESTUANS,0,4,77.625,65.4375,6.495,75.0,83.5,63.2272727273,64.625,68.3333333333
T084,41.692555,-87.598865,2007-08-24,CULEX PIPIENS,0,3,79.75,66.125,10.575,86.125,82.880952381,64.9545454545,69.25,68.1666666667
T084,41.692555,-87.598865,2007-08-24,CULEX PIPIENS/RESTUANS,0,15,79.75,66.125,10.575,86.125,82.880952381,64.9545454545,69.25,68.1666666667
T084,41.692555,-87.598865,2007-09-05,CULEX PIPIENS,0,2,83.6875,62.875,0.015,88.125,81.4285714286,58.7727272727,65.125,64.4047619048
T084,41.692555,-87.598865,2007-09-12,CULEX PIPIENS/RESTUANS,0,3,78.25,61.625,1.745,72.625,80.9047619048,57.7272727273,53.5,62.8571428571
T084,41.692555,-87.598865,2007-09-19,CULEX PIPIENS/RESTUANS,0,2,74.625,51.875,0.0,81.0,78.5714285714,47.7727272727,57.75,58.4523809524
T084,41.692555,-87.598865,2007-09-24,CULEX PIPIENS/RESTUANS,0,1,83.1875,61.0625,0.0,84.0,79.0,50.1818181818,60.625,58.619047619
T084,41.692555,-87.598865,2007-10-04,CULEX PIPIENS,0,3,77.0,55.0625,0.955,76.0,77.7857142857,53.5454545455,56.5,56.2380952381
T084,41.692555,-87.598865,2007-10-04,CULEX PIPIENS/RESTUANS,0,9,77.0,55.0625,0.955,76.0,77.7857142857,53.5454545455,56.5,56.2380952381
T085,41.721474,-87.648064,2007-06-26,CULEX RESTUANS,0,2,80.1875,64.3125,2.09,80.625,83.4285714286,59.3636363636,65.75,63.4761904762
T085,41.721474,-87.648064,2007-06-29,CULEX PIPIENS,0,1,79.0,63.875,1.065,81.375,82.9285714286,58.5,64.5,63.9285714286
T085,41.721474,-87.648064,2007-06-29,CULEX PIPIENS/RESTUANS,0,1,79.0,63.875,1.065,81.375,82.9285714286,58.5,64.5,63.9285714286
T085,41.721474,-87.648064,2007-07-02,CULEX PIPIENS/RESTUANS,0,2,80.5625,61.625,0.665,75.5,82.2619047619,57.7727272727,56.25,63.6904761905
T085,41.721474,-87.648064,2007-07-11,CULEX PIPIENS/RESTUANS,0,15,87.5625,68.5625,1.87,88.25,82.1666666667,59.4545454545,69.5,64.4523809524
T085,41.721474,-87.648064,2007-08-01,CULEX PIPIENS,0,7,85.5625,67.4375,1.295,88.5,82.5238095238,60.0454545455,66.5,64.380952381
T085,41.721474,-87.648064,2007-08-01,CULEX PIPIENS/RESTUANS,0,10,85.5625,67.4375,1.295,88.5,82.5238095238,60.0454545455,66.5,64.380952381
T085,41.721474,-87.648064,2007-08-01,CULEX RESTUANS,0,1,85.5625,67.4375,1.295,88.5,82.5238095238,60.0454545455,66.5,64.380952381
T085,41.721474,-87.648064,2007-08-02,CULEX PIPIENS/RESTUANS,0,9,86.4375,67.5625,1.29,90.0,83.0476190476,61.0909090909,68.125,64.9047619048
T085,41.721474,-87.648064,2007-08-02,CULEX RESTUANS,0,1,86.4375,67.5625,1.29,90.0,83.0476190476,61.0909090909,68.125,64.9047619048
T085,41.721474,-87.648064,2007-08-07,CULEX PIPIENS/RESTUANS,0,5,88.5625,70.0625,4.13,86.75,84.4523809524,63.4090909091,70.125,66.5952380952
T085,41.721474,-87.648064,2007-08-07,CULEX RESTUANS,0,2,88.5625,70.0625,4.13,86.75,84.4523809524,63.4090909091,70.125,66.5952380952
T085,41.721474,-87.648064,2007-08-15,CULEX PIPIENS,0,20,84.8125,69.5,3.1,83.125,86.0,68.0909090909,67.75,68.9523809524
T085,41.721474,-87.648064,2007-08-15,CULEX PIPIENS/RESTUANS,0,24,84.8125,69.5,3.1,83.125,86.0,68.0909090909,67.75,68.9523809524
T085,41.721474,-87.648064,2007-08-21,CULEX PIPIENS,0,15,77.625,65.4375,6.495,75.0,83.5,63.2272727273,64.625,68.3333333333
T085,41.721474,-87.648064,2007-08-21,CULEX PIPIENS/RESTUANS,0,10,77.625,65.4375,6.495,75.0,83.5,63.2272727273,64.625,68.3333333333
T085,41.721474,-87.648064,2007-08-24,CULEX PIPIENS,0,7,79.75,66.125,10.575,86.125,82.880952381,64.9545454545,69.25,68.1666666667
T085,41.721474,-87.648064,2007-08-24,CULEX PIPIENS/RESTUANS,0,13,79.75,66.125,10.575,86.125,82.880952381,64.9545454545,69.25,68.1666666667
T085,41.721474,-87.648064,2007-09-05,CULEX PIPIENS,1,4,83.6875,62.875,0.015,88.125,81.4285714286,58.7727272727,65.125,64.4047619048
T085,41.721474,-87.648064,2007-09-05,CULEX PIPIENS/RESTUANS,0,2,83.6875,62.875,0.015,88.125,81.4285714286,58.7727272727,65.125,64.4047619048
T085,41.721474,-87.648064,2007-09-12,CULEX PIPIENS,0,3,78.25,61.625,1.745,72.625,80.9047619048,57.7272727273,53.5,62.8571428571
T085,41.721474,-87.648064,2007-09-12,CULEX PIPIENS/RESTUANS,0,3,78.25,61.625,1.745,72.625,80.9047619048,57.7272727273,53.5,62.8571428571
T085,41.721474,-87.648064,2007-09-19,CULEX PIPIENS,0,1,74.625,51.875,0.0,81.0,78.5714285714,47.7727272727,57.75,58.4523809524
T085,41.721474,-87.648064,2007-09-19,CULEX PIPIENS/RESTUANS,0,2,74.625,51.875,0.0,81.0,78.5714285714,47.7727272727,57.75,58.4523809524
T085,41.721474,-87.648064,2007-09-24,CULEX PIPIENS,0,3,83.1875,61.0625,0.0,84.0,79.0,50.1818181818,60.625,58.619047619
T085,41.721474,-87.648064,2007-09-24,CULEX PIPIENS/RESTUANS,0,12,83.1875,61.0625,0.0,84.0,79.0,50.1818181818,60.625,58.619047619
T085,41.721474,-87.648064,2007-09-24,CULEX TERRITANS,0,1,83.1875,61.0625,0.0,84.0,79.0,50.1818181818,60.625,58.619047619
T085,41.721474,-87.648064,2007-10-04,CULEX PIPIENS,0,1,77.0,55.0625,0.955,76.0,77.7857142857,53.5454545455,56.5,56.2380952381
T085,41.721474,-87.648064,2007-10-04,CULEX PIPIENS/RESTUANS,0,8,77.0,55.0625,0.955,76.0,77.7857142857,53.5454545455,56.5,56.2380952381
T086,41.688324,-87.676709,2007-05-29,CULEX PIPIENS/RESTUANS,0,1,80.0,57.9375,1.535,77.0,76.2619047619,48.1818181818,55.5,52.8333333333
T086,41.688324,-87.676709,2007-05-29,CULEX RESTUANS,0,1,80.0,57.9375,1.535,77.0,76.2619047619,48.1818181818,55.5,52.8333333333
T086,41.688324,-87.676709,2007-06-05,CULEX RESTUANS,0,4,79.25,62.125,2.705,73.375,76.7380952381,56.2272727273,58.875,55.8571428571
T086,41.688324,-87.676709,2007-06-26,CULEX PIPIENS/RESTUANS,0,2,80.1875,64.3125,2.09,80.625,83.4285714286,59.3636363636,65.75,63.4761904762
T086,41.688324,-87.676709,2007-06-26,CULEX RESTUANS,0,2,80.1875,64.3125,2.09,80.625,83.4285714286,59.3636363636,65.75,63.4761904762
T086,41.688324,-87.676709,2007-06-29,CULEX PIPIENS,0,1,79.0,63.875,1.065,81.375,82.9285714286,58.5,64.5,63.9285714286
T086,41.688324,-87.676709,2007-06-29,CULEX RESTUANS,0,2,79.0,63.875,1.065,81.375,82.9285714286,58.5,64.5,63.9285714286
T086,41.688324,-87.676709,2007-07-02,CULEX PIPIENS/RESTUANS,0,2,80.5625,61.625,0.665,75.5,82.2619047619,57.7727272727,56.25,63.6904761905
T086,41.688324,-87.676709,2007-07-02,CULEX RESTUANS,0,3,80.5625,61.625,0.665,75.5,82.2619047619,57.7727272727,56.25,63.6904761905
T086,41.688324,-87.676709,2007-07-11,CULEX PIPIENS,0,19,87.5625,68.5625,1.87,88.25,82.1666666667,59.4545454545,69.5,64.4523809524
T086,41.688324,-87.676709,2007-07-11,CULEX PIPIENS/RESTUANS,0,143,87.5625,68.5625,1.87,88.25,82.1666666667,59.4545454545,69.5,64.4523809524
T086,41.688324,-87.676709,2007-07-11,CULEX RESTUANS,0,9,87.5625,68.5625,1.87,88.25,82.1666666667,59.4545454545,69.5,64.4523809524
T086,41.688324,-87.676709,2007-07-11,CULEX SALINARIUS,0,2,87.5625,68.5625,1.87,88.25,82.1666666667,59.4545454545,69.5,64.4523809524
T086,41.688324,-87.676709,2007-07-11,CULEX TERRITANS,0,1,87.5625,68.5625,1.87,88.25,82.1666666667,59.4545454545,69.5,64.4523809524
T086,41.688324,-87.676709,2007-07-18,CULEX PIPIENS/RESTUANS,0,5,81.0625,63.5,3.15,82.75,82.4047619048,59.6818181818,66.25,63.8095238095
T086,41.688324,-87.676709,2007-07-18,CULEX RESTUANS,0,1,81.0625,63.5,3.15,82.75,82.4047619048,59.6818181818,66.25,63.8095238095
T086,41.688324,-87.676709,2007-08-01,CULEX PIPIENS,0,89,85.5625,67.4375,1.295,88.5,82.5238095238,60.0454545455,66.5,64.380952381
T086,41.688324,-87.676709,2007-08-01,CULEX PIPIENS/RESTUANS,0,190,85.5625,67.4375,1.295,88.5,82.5238095238,60.0454545455,66.5,64.380952381
T086,41.688324,-87.676709,2007-08-01,CULEX PIPIENS/RESTUANS,1,33,85.5625,67.4375,1.295,88.5,82.5238095238,60.0454545455,66.5,64.380952381
T086,41.688324,-87.676709,2007-08-01,CULEX RESTUANS,0,28,85.5625,67.4375,1.295,88.5,82.5238095238,60.0454545455,66.5,64.380952381
T086,41.688324,-87.676709,2007-08-02,CULEX PIPIENS/RESTUANS,0,35,86.4375,67.5625,1.29,90.0,83.0476190476,61.0909090909,68.125,64.9047619048
T086,41.688324,-87.676709,2007-08-02,CULEX RESTUANS,0,8,86.4375,67.5625,1.29,90.0,83.0476190476,61.0909090909,68.125,64.9047619048
T086,41.688324,-87.676709,2007-08-07,CULEX PIPIENS,0,56,88.5625,70.0625,4.13,86.75,84.4523809524,63.4090909091,70.125,66.5952380952
T086,41.688324,-87.676709,2007-08-07,CULEX PIPIENS/RESTUANS,0,62,88.5625,70.0625,4.13,86.75,84.4523809524,63.4090909091,70.125,66.5952380952
T086,41.688324,-87.676709,2007-08-07,CULEX RESTUANS,0,2,88.5625,70.0625,4.13,86.75,84.4523809524,63.4090909091,70.125,66.5952380952
T086,41.688324,-87.676709,2007-08-15,CULEX PIPIENS,0,138,84.8125,69.5,3.1,83.125,86.0,68.0909090909,67.75,68.9523809524
T086,41.688324,-87.676709,2007-08-15,CULEX PIPIENS/RESTUANS,0,146,84.8125,69.5,3.1,83.125,86.0,68.0909090909,67.75,68.9523809524
T086,41.688324,-87.676709,2007-08-15,CULEX RESTUANS,0,5,84.8125,69.5,3.1,83.125,86.0,68.0909090909,67.75,68.9523809524
T086,41.688324,-87.676709,2007-08-15,CULEX RESTUANS,1,1,84.8125,69.5,3.1,83.125,86.0,68.0909090909,67.75,68.9523809524
T086,41.688324,-87.676709,2007-08-15,CULEX TERRITANS,0,1,84.8125,69.5,3.1,83.125,86.0,68.0909090909,67.75,68.9523809524
T086,41.688324,-87.676709,2007-08-21,CULEX PIPIENS,0,12,77.625,65.4375,6.495,75.0,83.5,63.2272727273,64.625,68.3333333333
T086,41.688324,-87.676709,2007-08-21,CULEX PIPIENS,1,50,77.625,65.4375,6.495,75.0,83.5,63.2272727273,64.625,68.3333333333
T086,41.688324,-87.676709,2007-08-21,CULEX PIPIENS/RESTUANS,0,9,77.625,65.4375,6.495,75.0,83.5,63.2272727273,64.625,68.3333333333
T086,41.688324,-87.676709,2007-08-21,CULEX PIPIENS/RESTUANS,1,48,77.625,65.4375,6.495,75.0,83.5,63.2272727273,64.625,68.3333333333
T086,41.688324,-87.676709,2007-08-22,CULEX PIPIENS,0,6,78.375,66.0,6.885,80.375,83.4285714286,63.7272727273,67.125,68.3571428571
T086,41.688324,-87.676709,2007-08-24,CULEX PIPIENS,1,38,79.75,66.125,10.575,86.125,82.880952381,64.9545454545,69.25,68.1666666667
T086,41.688324,-87.676709,2007-08-24,CULEX PIPIENS/RESTUANS,0,20,79.75,66.125,10.575,86.125,82.880952381,64.9545454545,69.25,68.1666666667
T086,41.688324,-87.676709,2007-08-24,CULEX PIPIENS/RESTUANS,1,49,79.75,66.125,10.575,86.125,82.880952381,64.9545454545,69.25,68.1666666667
T086,41.688324,-87.676709,2007-09-05,CULEX PIPIENS,1,13,83.6875,62.875,0.015,88.125,81.4285714286,58.7727272727,65.125,64.4047619048
T086,41.688324,-87.676709,2007-09-05,CULEX PIPIENS/RESTUANS,0,2,83.6875,62.875,0.015,88.125,81.4285714286,58.7727272727,65.125,64.4047619048
T086,41.688324,-87.676709,2007-09-12,CULEX PIPIENS,0,5,78.25,61.625,1.745,72.625,80.9047619048,57.7272727273,53.5,62.8571428571
T086,41.688324,-87.676709,2007-09-12,CULEX PIPIENS/RESTUANS,0,5,78.25,61.625,1.745,72.625,80.9047619048,57.7272727273,53.5,62.8571428571
T086,41.688324,-87.676709,2007-09-19,CULEX PIPIENS,0,4,74.625,51.875,0.0,81.0,78.5714285714,47.7727272727,57.75,58.4523809524
T086,41.688324,-87.676709,2007-09-19,CULEX PIPIENS/RESTUANS,0,2,74.625,51.875,0.0,81.0,78.5714285714,47.7727272727,57.75,58.4523809524
T086,41.688324,-87.676709,2007-09-24,CULEX PIPIENS,0,4,83.1875,61.0625,0.0,84.0,79.0,50.1818181818,60.625,58.619047619
T086,41.688324,-87.676709,2007-09-24,CULEX PIPIENS/RESTUANS,0,14,83.1875,61.0625,0.0,84.0,79.0,50.1818181818,60.625,58.619047619
T086,41.688324,-87.676709,2007-10-04,CULEX PIPIENS,0,14,77.0,55.0625,0.955,76.0,77.7857142857,53.5454545455,56.5,56.2380952381
T086,41.688324,-87.676709,2007-10-04,CULEX PIPIENS/RESTUANS,0,25,77.0,55.0625,0.955,76.0,77.7857142857,53.5454545455,56.5,56.2380952381
T088,41.869107,-87.696293,2007-06-26,CULEX PIPIENS,0,1,80.1875,64.3125,2.09,80.625,83.4285714286,59.3636363636,65.75,63.4761904762
T088,41.869107,-87.696293,2007-07-02,CULEX PIPIENS/RESTUANS,0,1,80.5625,61.625,0.665,75.5,82.2619047619,57.7727272727,56.25,63.6904761905
T088,41.869107,-87.696293,2007-07-11,CULEX PIPIENS/RESTUANS,0,5,87.5625,68.5625,1.87,88.25,82.1666666667,59.4545454545,69.5,64.4523809524
T088,41.869107,-87.696293,2007-07-11,CULEX RESTUANS,0,4,87.5625,68.5625,1.87,88.25,82.1666666667,59.4545454545,69.5,64.4523809524
T088,41.869107,-87.696293,2007-08-01,CULEX PIPIENS,0,3,85.5625,67.4375,1.295,88.5,82.5238095238,60.0454545455,66.5,64.380952381
T088,41.869107,-87.696293,2007-08-01,CULEX PIPIENS/RESTUANS,0,9,85.5625,67.4375,1.295,88.5,82.5238095238,60.0454545455,66.5,64.380952381
